MarketID,MarketName,EntryDate,CommodityID,CommodityName,ModalPrice,Unit
214,Iewduh(Shillong),10-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,3600,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,3250,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,1300,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,1400,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,4200,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),10-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1300,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1550,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3600,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),11-02-2021,36,Tomato,3600,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,5600,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1900,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,1850,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),12-02-2021,36,Tomato,2350,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1850,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1750,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),13-02-2021,36,Tomato,4200,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,5850,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,6000,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),14-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2800,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2300,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3600,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,1400,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,1300,Quintal
214,Iewduh(Shillong),15-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,1750,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,1000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2800,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,1850,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2350,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,5300,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,1400,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,3400,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),16-02-2021,36,Tomato,1900,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,1700,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2250,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3750,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3550,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,1700,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,4750,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),17-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,1450,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,1300,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,1000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2250,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,3450,Quintal
214,Iewduh(Shillong),18-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1400,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3900,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1950,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,2750,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,2300,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,2450,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,5800,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),19-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,4800,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3450,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,5300,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1550,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1250,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,2100,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1350,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,4200,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),20-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3750,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2300,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2750,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,4800,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,1750,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3550,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2400,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),21-02-2021,36,Tomato,2100,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3100,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,4100,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,5500,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,1450,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,1900,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,2800,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,1350,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3650,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,1450,Quintal
214,Iewduh(Shillong),22-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3200,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2950,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2350,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2800,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3700,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3400,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,1500,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,1150,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,4600,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),23-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,1400,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,5000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,1800,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3850,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,4200,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2750,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3700,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3900,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2800,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,1200,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,2350,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),24-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,4500,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,1350,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,3800,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,4300,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,2200,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,5200,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,2000,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,3500,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,2500,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,3400,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,1600,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,3000,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,3300,Quintal
214,Iewduh(Shillong),25-02-2021,36,Tomato,2600,Quintal
